StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,participantID,bevshop_number,bevshop_hungry_1,bevshop_full_1,bevshop_thirsty_1,bevshop_nauseous_1,bevshop_pleasant_1,bevshop_desirable_1,bevshop_sweet_1,bevshop_intense_1,bevshop_bitter_1,bevshop_complete,bevshop_returned,bevshop_returned,bevshop_given,bevshop_paid
2018-04-02 08:36:02,2018-04-02 09:24:07,IP Address,152.23.86.81,100,2885,True,2018-04-02 09:24:08,R_2altltEL2cijwMr,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_001,Visit #4,-85,71,21,-100,-19,-15,5,10,8,Yes,4,,1,No
2018-04-02 11:04:23,2018-04-02 11:33:03,IP Address,152.23.86.81,100,1719,True,2018-04-02 11:33:04,R_pQVIUWsSCFHOfQd,,,,,36.052505493164,-79.107696533203,anonymous,EN,BBX_002,Visit #3,-76,64,45,-95,26,22,13,14,-18,Yes,4,,0,Yes
2018-04-03 15:13:03,2018-04-03 15:15:23,IP Address,152.23.64.253,100,139,True,2018-04-03 15:15:24,R_3I9y9Dqy1yYHdi1,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_004,Visit #4,-66,-59,60,-95,30,12,16,-15,-17,Yes,1,,2,No
2018-04-04 09:02:50,2018-04-04 09:15:03,IP Address,152.23.213.32,100,733,True,2018-04-04 09:15:04,R_1liajbNQONdWePM,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_005,Visit #1,35,-27,26,-89,21,27,25,19,-66,Yes,1,,1,No
2018-04-06 09:15:45,2018-04-06 09:18:02,IP Address,152.23.86.81,100,136,True,2018-04-06 09:18:02,R_1HeJmgRUUHK4wFP,,,,,36.052505493164,-79.107696533203,anonymous,EN,Bbx_001,Visit #6,-86,78,-74,-100,-11,-15,-15,9,11,Yes,1,,2,Yes
2018-04-06 10:13:14,2018-04-06 10:15:47,IP Address,152.23.64.253,100,153,True,2018-04-06 10:15:48,R_TpBivBXnXnXtIat,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_005,Visit #2,53,-49,31,-49,25,26,41,9,-43,Yes,2,,2,No
2018-04-06 11:14:14,2018-04-06 11:34:22,IP Address,152.23.64.253,100,1208,True,2018-04-06 11:34:23,R_2TZUq0kPudDIF5i,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_002,Visit #4,-88,90,-25,-86,17,13,8,-33,-35,Yes,3,,2,No
2018-04-04 09:15:06,2018-04-09 08:53:06,IP Address,152.23.213.32,100,430679,True,2018-04-09 08:53:07,R_D6MVP9gUX9Feiyt,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_001,Visit #5,-83,71,-77,-100,-13,-12,3,11,9,,,,,
2018-04-09 08:53:16,2018-04-09 09:12:54,IP Address,152.23.213.32,100,1178,True,2018-04-09 09:12:55,R_3MzcDfxHB0B4bth,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_001,Visit #7,-87,78,-81,-100,14,13,15,12,-21,Yes,3,,1,No
2018-04-09 09:13:01,2018-04-09 09:27:52,IP Address,152.23.213.32,100,891,True,2018-04-09 09:27:53,R_1dtRxsCor7LPss5,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_005,Visit #3,37,-41,41,-100,21,15,21,22,-54,Yes,3,,1,Yes
2018-04-09 10:58:02,2018-04-09 11:04:56,IP Address,152.23.86.81,100,414,True,2018-04-09 11:04:57,R_2CIbtnmXZJzD3Ms,,,,,36.052505493164,-79.107696533203,anonymous,EN,Bbx_002,Visit #6,-87,85,15,-81,10,15,9,-15,-32,Yes,3,,1,Yes
2018-04-09 12:38:26,2018-04-09 12:50:03,IP Address,152.23.86.81,100,696,True,2018-04-09 12:50:03,R_sR7Jewc7PXq1TFv,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_004,Visit #1,-27,20,14,-22,13,14,30,17,-18,Yes,0,,2,No
2018-04-11 08:02:32,2018-04-11 08:09:44,IP Address,152.23.90.151,100,432,True,2018-04-11 08:09:46,R_Ua13vKdXpCy5kgV,,,,,36.052505493164,-79.107696533203,anonymous,EN,Bbx_006,Visit #1,32,-22,47,-100,1,-16,-36,11,24,Yes,0,,1,No
2018-04-11 08:22:29,2018-04-11 09:15:53,IP Address,152.23.213.32,100,3203,True,2018-04-11 09:15:53,R_2BqU3UqbGLXdEW6,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_005,Visit #4,-64,37,-34,1,21,-13,24,26,4,Yes,1,,1,No
2018-04-11 08:22:28,2018-04-11 09:31:55,IP Address,152.23.86.81,100,4166,True,2018-04-11 09:31:55,R_3nC025M2lCK6nX2,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_001,Visit #8,-76,67,-71,-100,12,-12,8,14,-18,Yes,1,,1,No
2018-04-11 09:37:31,2018-04-11 10:53:58,IP Address,152.23.86.81,100,4587,True,2018-04-11 10:53:59,R_ZIfOXBQqQIhGKCR,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_007,Visit #1,-65,24,0,-71,13,11,-15,10,-4,Yes,1,,1,No
2018-04-11 10:52:35,2018-04-11 10:55:07,IP Address,152.23.90.151,100,151,True,2018-04-11 10:55:07,R_2rwKUNa3uMoNVEy,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_002,Visit #7,47,-70,84,-74,40,21,11,23,-30,Yes,1,,1,No
2018-04-11 10:54:20,2018-04-11 10:58:45,IP Address,152.23.86.81,100,265,True,2018-04-11 10:58:46,R_stIgIrFEsIHgKkx,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_004,Visit #2,22,-18,-83,-79,15,10,25,16,-28,Yes,2,,1,No
2018-04-12 14:30:42,2018-04-12 14:57:30,IP Address,152.23.90.151,100,1607,True,2018-04-12 14:57:31,R_1dFjHVsScQDFZKw,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_008,Visit #1,18,-20,56,-42,-7,-5,38,57,-66,Yes,0,,4,No
2018-04-13 08:08:55,2018-04-13 08:11:34,IP Address,152.23.90.151,100,158,True,2018-04-13 08:11:34,R_1ifcOR7uRPvqyfO,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_009,Visit #1,-57,40,-38,-59,-20,-20,-24,-15,16,Yes,1,,2,No
2018-04-13 08:13:09,2018-04-13 08:17:55,IP Address,152.23.90.151,100,286,True,2018-04-13 08:17:56,R_1mfULYBgSYZfRKJ,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_004,Visit #3,-77,35,33,-69,13,13,34,20,-20,Yes,2,,4,Yes
2018-04-13 08:20:23,2018-04-13 09:47:03,IP Address,152.23.90.151,100,5199,True,2018-04-13 09:47:04,R_4Sd8RO2LrzXLSuJ,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_001,Visit #9,-90,92,-78,-100,-13,-13,-17,6,8,Yes,1,,3,Yes
2018-04-13 10:18:10,2018-04-13 10:28:31,IP Address,152.23.213.32,100,620,True,2018-04-13 10:28:31,R_2af3dt6cprG1k0o,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_006,Visit #2,-19,2,-17,-100,17,2,-18,19,-20,Yes,2,,2,No
2018-04-13 10:15:17,2018-04-13 10:30:07,IP Address,152.23.90.151,100,889,True,2018-04-13 10:30:08,R_2Tt4yNAKAoNBlxX,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_005,Visit #5,13,-6,-65,10,24,21,24,16,-53,Yes,2,,2,No
2018-04-13 10:37:30,2018-04-13 11:15:34,IP Address,152.23.90.151,100,2283,True,2018-04-13 11:15:35,R_1mQuOPVLqVLB5SV,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_007,Visit #2,-72,14,-86,-88,12,10,-29,8,-17,Yes,2,,2,No
2018-04-14 10:49:42,2018-04-14 11:08:47,IP Address,152.23.86.81,100,1145,True,2018-04-14 11:08:48,R_BP0GeVQvVF6IiD7,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_002,Visit #8,-85,88,46,-94,14,6,6,-20,-21,Yes,2,,2,No
2018-04-16 06:58:32,2018-04-16 07:09:07,IP Address,152.23.213.32,100,635,True,2018-04-16 07:09:08,R_3IXgUbHarWPVOD8,,,,,36.052505493164,-79.107696533203,anonymous,EN,Bbx_008,Visit #2,-83,76,53,-100,9,11,58,53,-100,Yes,4,,1,No
2018-04-16 06:53:05,2018-04-16 07:10:37,IP Address,152.23.86.81,100,1052,True,2018-04-16 07:10:38,R_3rGo5waD6YTP59k,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_007,Visit #3,20,-61,-34,-88,11,10,-31,9,-29,Yes,0,,1,Yes
2018-04-16 07:16:28,2018-04-16 08:07:56,IP Address,152.23.86.81,100,3087,True,2018-04-16 08:07:56,R_XzU6dzeArcFGuCR,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_006,Visit #3,37,-35,19,-100,15,14,-18,13,13,Yes,2,,1,Yes
2018-04-16 07:34:32,2018-04-16 08:14:12,IP Address,152.23.90.180,100,2379,True,2018-04-16 08:14:12,R_3hEhV7Ku6J4vafM,,,,,36.052505493164,-79.107696533203,anonymous,EN,Bbx_009,Visit #2,-53,18,-39,-56,-19,-26,-29,8,16,No,2,,1,No
2018-04-16 09:09:00,2018-04-16 09:14:20,IP Address,152.23.90.180,100,319,True,2018-04-16 09:14:22,R_1inzrw5vSYMkufM,,,,,36.052505493164,-79.107696533203,anonymous,EN,Bbx_005,Visit #6,45,-49,-25,-48,-6,-6,50,28,-27,Yes,3,,2,Yes
2018-04-16 10:56:09,2018-04-16 11:08:50,IP Address,152.23.90.151,100,761,True,2018-04-16 11:08:52,R_8iGXkGbtsjD2CpX,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_002,Visit #9,-86,78,54,-83,33,12,8,-20,-25,Yes,2,,4,Yes
2018-04-16 12:36:37,2018-04-17 08:53:25,IP Address,152.23.90.151,100,73008,True,2018-04-17 08:53:26,R_3HYO34C7Oic8dUm,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_004,Visit #4,-50,39,24,-78,23,26,10,15,-34,Yes,4,,1,No
2018-04-18 07:01:52,2018-04-18 08:05:23,IP Address,152.23.86.81,100,3810,True,2018-04-18 08:05:23,R_3KxB4DSFV17uEBq,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_007,Visit #4,23,-65,-59,-86,9,5,-33,16,-32,Yes,2,,1,No
2018-04-18 08:03:58,2018-04-18 08:08:41,IP Address,152.23.213.32,100,282,True,2018-04-18 08:08:42,R_2WHECjc2oRmWEC3,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_006,Visit #4,39,-34,52,-100,0,1,-24,10,-3,Yes,2,,0,No
2018-04-18 08:21:34,2018-04-18 08:32:57,IP Address,152.23.213.32,100,682,True,2018-04-18 08:32:57,R_3PN1i7TR8SgaU9E,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_011,Visit #1,64,-77,41,-100,20,27,28,13,-78,Yes,1,,1,Yes
2018-04-18 09:07:01,2018-04-18 09:24:18,IP Address,152.23.58.11,100,1036,True,2018-04-18 09:24:19,R_03uM7CiJcpJEqJz,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_005,Visit #7,-38,43,-51,-69,20,23,36,18,-46,Yes,2,,2,No
2018-04-18 08:05:30,2018-04-18 10:41:34,IP Address,152.23.86.81,100,9364,True,2018-04-18 10:41:35,R_qOb86x3yW9zL0dz,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_009,Visit #3,12,2,-22,-20,-31,-24,-29,18,31,Yes,2,,1,Yes
2018-04-18 10:42:05,2018-04-18 10:51:05,IP Address,152.23.86.81,100,540,True,2018-04-18 10:51:07,R_1LGyYRaxJR1y7h2,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_004,Visit #5,24,-29,29,-71,31,33,17,20,-23,Yes,2,,2,No
2018-04-18 11:32:27,2018-04-18 11:53:17,IP Address,152.23.86.81,100,1249,True,2018-04-18 11:53:18,R_3oGjEGQuy3EFlDt,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_008,Visit #3,55,-60,41,-100,13,9,100,45,-100,Yes,1,,1,Yes
2018-04-19 13:59:35,2018-04-19 14:05:00,IP Address,152.23.49.227,100,325,True,2018-04-19 14:05:01,R_3ite6iDzlYyc5Gs,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_008,Visit #4,43,-4,2,57,25,16,69,43,-91,Yes,1,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",3,
2018-04-20 07:26:01,2018-04-20 07:51:25,IP Address,152.23.49.227,100,1523,True,2018-04-20 07:51:26,R_1ezsD0U1O9tiGZV,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_007,Visit #5,-49,-40,-69,-91,13,11,-34,13,-33,Yes,3,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",2,
2018-04-20 07:52:24,2018-04-20 08:08:27,IP Address,152.23.86.81,100,963,True,2018-04-20 08:08:28,R_XTmbrgk1S6jXmed,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_009,Visit #4,18,-11,-17,-59,-33,-29,-33,10,31,Yes,2,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",2,
2018-04-20 07:51:35,2018-04-20 08:26:54,IP Address,152.23.49.227,100,2118,True,2018-04-20 08:26:55,R_3XcCpdbR6qMVZ61,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_004,Visit #6,28,-27,27,-55,26,23,13,18,-22,Yes,2,Participant will finish the beverage at home and return the bottle next time,2,Yes
2018-04-20 08:18:21,2018-04-20 08:31:52,IP Address,152.23.90.180,100,811,True,2018-04-20 08:31:53,R_WrFtGinRcvCue4x,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_011,Visit #2,42,-83,30,-100,30,27,27,11,-38,Yes,2,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",2,
2018-04-20 10:13:00,2018-04-20 10:17:04,IP Address,152.23.86.81,100,243,True,2018-04-20 10:17:04,R_2YLfJ2IKQkSW3jq,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_005,Visit #8,-60,-52,46,-90,29,22,22,23,-43,Yes,2,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",2,
2018-04-23 07:14:07,2018-04-23 07:29:43,IP Address,152.23.86.81,100,936,True,2018-04-23 07:29:44,R_3n7WENaZtozcVgN,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_008,Visit #5,25,-24,77,-100,14,11,74,39,-50,Yes,1,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",1,
2018-04-23 07:30:36,2018-04-23 08:00:54,IP Address,152.23.86.81,100,1818,True,2018-04-23 08:00:55,R_PTfsYPM9HSVpuzD,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_007,Visit #6,-78,0,1,-63,8,9,-33,16,-34,Yes,3,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",1,Yes
2018-04-23 08:10:21,2018-04-23 08:20:47,IP Address,152.23.49.227,100,625,True,2018-04-23 08:20:48,R_3exFubVBa2EEaiX,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_009,Visit #5,11,-8,-30,-75,-39,-37,-39,21,36,Yes,3,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",1,
2018-04-23 08:05:06,2018-04-23 08:21:39,IP Address,152.23.86.81,100,992,True,2018-04-23 08:21:39,R_2QicWe7fx228WFS,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_006,Visit #6,19,-52,32,-100,-4,1,-19,15,-18,Yes,4,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",1,Yes
2018-04-23 08:27:31,2018-04-23 08:32:53,IP Address,152.23.86.81,100,321,True,2018-04-23 08:32:53,R_1eQUobxYCDKBknh,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_011,Visit #3,62,-82,35,-100,18,17,20,13,-63,Yes,3,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",1,Yes
2018-04-19 08:47:58,2018-04-23 10:00:52,IP Address,152.23.58.11,100,349973,True,2018-04-23 10:00:52,R_2CZEMhpgfX9TnNr,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_006,Visit #5,24,-21,49,-100,12,1,-21,10,53,,,,,
2018-04-23 10:01:18,2018-04-23 10:17:48,IP Address,152.23.58.11,100,989,True,2018-04-23 10:17:48,R_1j8pggClhDjbSgl,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_003,Visit #1,-100,87,38,14,-15,2,-20,30,26,Yes,1,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",1,
2018-04-23 10:18:28,2018-04-23 10:34:05,IP Address,152.23.58.11,100,936,True,2018-04-23 10:34:05,R_2CCiRA9fdXYGc4G,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_005,Visit #9,-45,59,-51,-94,28,14,27,31,-32,Yes,3,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",3,Yes
2018-04-23 10:26:02,2018-04-23 12:55:16,IP Address,152.23.86.81,100,8953,True,2018-04-23 12:55:16,R_vc5s9cQZuYL5RKx,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_004,Visit #7,-64,28,-50,-71,13,18,13,11,-19,Yes,3,Participant will finish the beverage at home and return the bottle next time,1,
2018-04-25 07:23:54,2018-04-25 07:50:20,IP Address,152.23.49.227,100,1585,True,2018-04-25 07:50:21,R_1mKuBc47MnUUDtE,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_007,Visit #7,-60,0,-64,-83,10,11,-32,11,-32,Yes,2,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",1,
2018-04-25 07:54:49,2018-04-25 08:07:23,IP Address,152.23.49.227,100,753,True,2018-04-25 08:07:23,R_2TOfk1OYrHv4Aef,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_006,Visit #7,25,-73,69,36,31,31,-17,-18,-4,Yes,2,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",1,
2018-04-25 08:00:46,2018-04-25 08:12:05,IP Address,152.23.58.11,100,679,True,2018-04-25 08:12:06,R_1JY2A4VSgw2ZKqM,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_009,Visit #6,-35,16,-23,-15,-38,-35,-51,21,34,Yes,2,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",1,Yes
2018-04-25 08:11:13,2018-04-25 08:16:52,IP Address,152.23.49.227,100,338,True,2018-04-25 08:16:53,R_1Q6hqxzwMIBIDdy,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_004,Visit #8,24,-32,14,-74,21,25,23,12,37,Yes,2,Participant will finish the beverage at home and return the bottle next time,1,
2018-04-25 08:15:24,2018-04-25 08:38:41,IP Address,152.23.58.11,100,1397,True,2018-04-25 08:38:41,R_3fCYilZZsYa0Vex,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_011,Visit #4,-28,24,-36,-74,11,18,9,13,-21,Yes,2,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",1,
2018-04-25 08:00:15,2018-04-25 10:02:32,IP Address,152.23.90.180,100,7337,True,2018-04-25 10:02:33,R_cDfgmJAIc2DPASB,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_003,Visit #2,14,-31,47,-98,4,7,-16,-22,6,Yes,2,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",1,
2018-04-25 10:28:14,2018-04-25 11:14:46,IP Address,152.23.49.227,100,2791,True,2018-04-25 11:14:46,R_1LxTwCFgta9JjNf,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_006,Visit #6,15,-19,33,-100,15,12,50,60,-65,Yes,2,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",1,Yes
2018-04-27 08:03:03,2018-04-27 08:08:12,IP Address,152.23.86.81,100,308,True,2018-04-27 08:08:12,R_1IRuaXKpSUAH8U2,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_008,Visit #7,-20,28,43,-100,17,13,53,43,-86,Yes,1,Participant will finish the beverage at home and return the bottle next time,1,
2018-04-27 08:03:53,2018-04-27 08:10:39,IP Address,152.23.58.11,100,405,True,2018-04-27 08:10:40,R_21i9RjdATprDIeb,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_009,Visit #7,-16,-11,2,-21,-37,-35,-36,12,21,Yes,2,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",1,
2018-04-27 08:16:05,2018-04-27 08:50:14,IP Address,152.23.58.11,100,2049,True,2018-04-27 08:50:15,R_1nVcYLaDkEizhM5,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_011,Visit #5,22,-24,-45,-100,11,15,4,7,8,Yes,2,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",2,
2018-04-27 10:12:50,2018-04-27 10:23:08,IP Address,152.23.49.227,100,617,True,2018-04-27 10:23:08,R_22lUNRG2hUFMljq,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_006,Visit #8,-34,-30,41,28,18,23,-21,-17,13,Yes,2,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",2,
2018-04-27 10:17:27,2018-04-27 10:23:21,IP Address,152.23.90.180,100,354,True,2018-04-27 10:23:22,R_1rqad3XzNhIvlv9,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_003,Visit #3,30,-2,0,-100,35,27,23,22,14,Yes,2,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",2,Yes
2018-04-27 10:34:59,2018-04-27 10:48:40,IP Address,152.23.90.180,100,821,True,2018-04-27 10:48:41,R_3G6UN5dnh2XfUBc,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_010,Visit #1,46,-70,38,-100,27,29,24,21,-37,Yes,1,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",2,
2018-04-27 10:34:38,2018-04-27 10:53:46,IP Address,152.23.49.227,100,1148,True,2018-04-27 10:53:46,R_Tt0dUVTANMySdPz,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_007,Visit #8,-5,-42,-53,-97,12,13,-41,19,-37,Yes,1,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",2,
2018-04-27 11:28:19,2018-04-27 12:00:44,IP Address,152.23.49.227,100,1945,True,2018-04-27 12:00:45,R_1pWeOwesbVgD7hW,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_004,Visit #9,-63,36,9,-79,30,30,23,17,-25,Yes,2,Participant will finish the beverage at home and return the bottle next time,2,Yes
2018-04-30 07:41:27,2018-04-30 08:00:56,IP Address,152.23.58.11,100,1169,True,2018-04-30 08:00:57,R_2t5qOjbGoOyVTKU,,,,,36.052505493164,-79.107696533203,anonymous,EN,bbx_008,Visit #8,16,-28,39,-100,15,17,51,30,-90,Yes,3,"Participant finished the beverage in BevShop, it is included in the number of empty bottles returned",3,
